Equipment_Dam,Model.Suffix_Dam,Workorder_Dam,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Dam,Chamber Temp. Judge Value_AutoClave,Equipment_Fill1,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Fill1,Equipment_Fill2,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Fill2,target
Dam dispenser #1,AJX75334501,3H1XE645-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4E1XB382-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3J1XE079-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XB019-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XB976-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4C1XH474-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XE165-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XB584-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XH388-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XB674-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4E1XA078-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XC245-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4C1XJ038-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334503,4APXX107-0001,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3I1XA326-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3I1X9722-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3F1X9643-1,549,,Fill1 dispenser #1,838.2,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1XB019-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4E1X0057-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XG843-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3K1X0792-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3K1XB597-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1XB244-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #2,AJX75334501,3H1X9881-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3I1XA258-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3I1X9338-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1XB735-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4E1XB830-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3H1XE357-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334502,3J1XB576-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4B1XC588-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1X7979-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1XC376-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1X2857-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XE165-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,4A1XA458-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334508,4BPM0002-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3L1X8506-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4E1XC029-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XC245-2,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3I1X9338-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XC664-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4B1X9671-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334503,3HPXX066-0001,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334501,3H1XD184-1,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XE079-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334502,3H1XC514-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4C1XH186-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334505,4C1XH943-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1X1646-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XB977-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB462-2,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XE357-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334502,3I1X9723-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #2,AJX75334501,3I1XB274-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3G1XB278-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,3I1XB063-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3L1X1371-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XC326-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1X8432-1,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3K1XB238-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334505,4C1XH945-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XG913-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1X9169-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3I1XA510-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4C1X2339-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XD965-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XE975-2,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4E1XB349-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4E1XB351-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334503,3FPXX064-0003,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1X0804-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XB972-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #1,AJX75334501,3K1XB238-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4E1XB349-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XF433-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3H1XE357-2,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4E1XB350-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3L1XB244-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XB527-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XB542-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XH389-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XA586-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB177-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1XA716-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XC245-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1XE078-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3G1XA501-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4A1XB974-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XD964-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3J1XE078-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3M1XH388-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XB815-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XA871-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3H1X7976-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3M1XF444-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XC709-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1X9644-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4BPM0086-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1X7981-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1X9643-1,549,,Fill1 dispenser #1,838.2,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,4E1X9200-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XH389-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB234-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XD935-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3I1XB255-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,4B1XD472-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XG843-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XE687-1,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1XB049-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1X4501-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1X9167-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1X9674-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1XD472-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XF736-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB952-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4A1XA643-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3I1X9338-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XE645-2,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XB541-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB234-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XE976-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,4B1XB834-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4E1X9167-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4C1XJ377-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3I1XB274-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,4B1XC588-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XB674-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XC479-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XE696-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334507,3MPXX030-0001,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XA484-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XB177-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1X9929-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3I1XA326-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334505,4C1XG294-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4EPM0189-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XC496-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XE355-1,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3F1X9643-1,549,NG,Fill1 dispenser #1,838.2,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4C1XH943-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XH654-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4C1XH495-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XF440-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XC480-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XH273-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XC476-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1X9014-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3K1X0057-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3H1XC953-1,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3K1XC261-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XC745-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3K1XC268-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XA644-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1X9016-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334501,4E1XB487-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4A1XC345-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4E1X9169-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XB815-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3K1XB239-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XC146-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3K1X0057-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334505,4C1XJ039-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,3J1XF276-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3H1XD882-2,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1XG387-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4E1X9167-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3GPM0070-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XB875-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XE712-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3H1X8432-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4E1XA715-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4B1X6364-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XB692-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1X9671-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XF164-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4B1XD694-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB948-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X4501-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4C1XD437-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XF164-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334502,3I1XA609-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XC476-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4E1XA778-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XD965-2,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3M1XH275-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334502,3I1XB423-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XA258-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XE712-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334503,3HPXX066-0001,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334502,4B1XC929-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #2,AJX75334501,3J1XF433-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4B1XB676-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XD694-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4C1XD029-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XC499-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3I1XA257-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,4A1XE720-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4B1XB675-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XB535-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1X9648-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1XF767-1,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4E1XA027-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4E1XB487-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3I1XA258-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4E1X2857-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3I1XA258-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3M1XC473-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334505,4F1XB596-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4E1X9517-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1XB560-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X8290-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1XA995-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XE000-1,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334501,3J1XE079-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #1,AJX75334501,3G1XB176-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334501,4A1XC345-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4C1XG928-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XF537-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1X7129-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4A1XB541-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XF736-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334505,4F1X8043-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
